name,female_sum,male_sum,both_sums,per_diff
ting,73,15,88,131.8181818181818
daelin,56,410,466,151.931330472103
adebola,45,15,60,100.0
trashawn,29,429,458,174.67248908296943
angie,65264,131,65395,199.19871549812677
bishop,103,6805,6908,194.03590040532717
onyxx,16,102,118,145.76271186440678
derion,49,1027,1076,181.78438661710038
alaska,1232,8,1240,197.41935483870967
romney,48,262,310,138.06451612903226
trenton,78,58334,58412,199.46586317879888
rainier,46,839,885,179.20903954802262
jaylynn,9248,578,9826,176.47058823529412
lyn,7211,1561,8772,128.81896944824442
brennyn,144,134,278,7.194244604316546
anael,202,56,258,113.17829457364341
tho,6,46,52,153.84615384615387
baran,89,182,271,68.63468634686348
amiri,1354,2830,4184,70.55449330783938
clem,54,4275,4329,195.010395010395
shelba,2136,5,2141,199.06585707613266
jasman,259,46,305,139.67213114754097
velvet,3083,5,3088,199.3523316062176
atlys,10,32,42,104.76190476190477
wilson,210,48403,48613,198.2720671425339
jru,199,724,923,113.75947995666304
dream,7043,494,7537,173.7826721507231
marcedes,306,5,311,193.56913183279744
tollie,40,566,606,173.59735973597358
archer,385,27750,28135,194.52639061666963
phoenyx,687,362,1049,61.96377502383223
estella,42336,55,42391,199.48102191502915
deaundrea,33,6,39,138.46153846153845
challen,5,71,76,173.6842105263158
kailand,14,168,182,169.23076923076923
nabil,49,1910,1959,189.99489535477286
erick,417,78576,78993,197.88842049295508
sherell,1475,5,1480,198.64864864864865
junior,195,42630,42825,198.1786339754816
amandeep,183,238,421,26.128266033254157
shauntae,689,5,694,197.11815561959654
larken,90,23,113,118.58407079646018
oak,27,588,615,182.4390243902439
adrin,12,401,413,188.3777239709443
ridgely,28,106,134,116.4179104477612
syxx,5,22,27,125.92592592592592
iva,38276,564,38840,194.19155509783727
denell,419,58,477,151.36268343815513
curtis,2322,260314,262636,196.46354650542958
domingo,26,14298,14324,199.2739458251885
jadore,1124,154,1278,151.7996870109546
carmello,21,2110,2131,196.05818864382917
bruce,1395,386313,387708,198.5607725401591
denis,867,20636,21503,183.8720178579733
kenzy,911,51,962,178.7941787941788
cielo,4421,142,4563,187.55204909051062
maeson,302,685,987,77.60891590678824
jazai,5,92,97,179.3814432989691
tarrell,11,788,799,194.49311639549435
glynn,417,4944,5361,168.8864017907107
marlys,8958,5,8963,199.77686042619658
kegan,237,3832,4069,176.70189235684444
bray,56,701,757,170.4095112285337
jarah,433,11,444,190.0900900900901
jaylin,9086,10286,19372,12.389015073301673
leandra,6987,38,7025,197.83629893238435
simmie,160,1177,1337,152.13163799551234
nyair,5,223,228,191.2280701754386
neiman,5,320,325,193.84615384615384
uzoma,8,125,133,175.93984962406014
kruz,64,2491,2555,189.98043052837573
rmani,264,101,365,89.31506849315069
calihan,17,179,196,165.3061224489796
jana,46004,39,46043,199.6611862823882
trust,182,347,529,62.38185255198487
buddy,45,22516,22561,199.20216302468862
sascha,1135,383,1518,99.07773386034255
kendel,801,822,1623,2.5878003696857674
dali,153,51,204,100.0
dorain,7,40,47,140.4255319148936
justus,811,9059,9870,167.13272543059776
imar,16,27,43,51.162790697674424
lavert,7,168,175,184.0
cotie,18,17,35,5.714285714285714
deklyn,188,757,945,120.42328042328043
wille,41,366,407,159.7051597051597
etta,42985,23,43008,199.78608630952382
earsie,163,5,168,188.0952380952381
alfreda,11383,35,11418,198.77386582588895
kason,47,14415,14462,198.7000414880376
denny,402,15391,15793,189.8182739188248
kiree,16,161,177,163.8418079096045
muril,15,28,43,60.46511627906976
meritt,78,55,133,34.58646616541353
archie,1286,55109,56395,190.8786239914886
adryan,189,1387,1576,152.03045685279187
valjean,425,39,464,166.3793103448276
reiko,671,19,690,188.9855072463768
tippy,6,5,11,18.181818181818183
terril,83,513,596,144.29530201342283
eun,285,5,290,193.10344827586206
alejandro,846,144768,145614,197.67604763278257
noam,236,2747,2983,168.35400603419376
harlyn,1756,398,2154,126.09099350046424
iyari,214,6,220,189.0909090909091
kodee,375,311,686,18.658892128279884
dillen,56,691,747,170.01338688085676
joshlyn,1289,5,1294,198.45440494590417
shadell,66,5,71,171.83098591549296
reny,6,11,17,58.82352941176471
phyllis,322490,871,323361,198.9225664195744
sherman,203,39173,39376,197.93783015034538
christin,11199,1018,12217,166.6693951051813
ikhlas,297,15,312,180.76923076923077
uganda,46,12,58,117.24137931034481
jordyn,61324,5827,67151,165.29016693720123
ferrari,45,18,63,85.71428571428571
aryian,40,46,86,13.953488372093023
dejan,13,317,330,184.24242424242425
shyne,168,454,622,91.96141479099678
mearle,26,82,108,103.7037037037037
kory,1330,14350,15680,166.07142857142858
vero,5,20,25,120.0
omotayo,10,16,26,46.15384615384615
keandre,9,3042,3051,198.82005899705015
lennie,4766,2882,7648,49.26778242677825
seneca,1732,1741,3473,0.5182839044054132
shannan,5162,317,5479,176.85709070998357
aryon,32,177,209,138.755980861244
misha,4206,592,4798,150.64610254272614
haynes,11,589,600,192.66666666666669
zayden,181,30567,30748,197.64537530896317
mollie,47950,46,47996,199.61663471955998
clement,6,14103,14109,199.82989581118434
harumi,294,21,315,173.33333333333334
zakaria,466,2769,3235,142.38021638330758
sheen,11,15,26,30.76923076923077
raymell,11,10,21,9.523809523809524
isah,5,36,41,151.21951219512195
arless,5,65,70,171.42857142857142
janal,69,5,74,172.97297297297297
lennin,6,283,289,191.6955017301038
marlee,17082,256,17338,194.09389779674703
dorien,69,1200,1269,178.25059101654844
jamae,74,5,79,174.68354430379748
mossie,1051,5,1056,198.1060606060606
greylin,15,40,55,90.9090909090909
matthew,5575,1646990,1652565,198.65058257920262
armahni,68,35,103,64.07766990291263
artie,6399,4407,10806,36.86840644086619
sahara,4629,5,4634,199.56840742339233
ree,300,5,305,193.44262295081967
tylyn,268,100,368,91.30434782608695
zae,5,189,194,189.69072164948452
jaleel,24,4829,4853,198.02184215948898
dallas,15466,69713,85179,127.37177003721574
kahlee,98,48,146,68.4931506849315
ermel,61,53,114,14.035087719298245
ryon,17,2009,2026,196.6436327739388
simmons,10,17,27,51.85185185185185
rolland,5,9852,9857,199.79709850867405
glenis,405,27,432,175.0
haile,847,222,1069,116.93171188026193
levone,34,117,151,109.93377483443709
ange,351,15,366,183.60655737704917
sovereign,140,152,292,8.21917808219178
wilford,5,10433,10438,199.80839241233951
silver,1703,509,2212,107.95660036166366
willer,87,5,92,178.26086956521738
maximus,17,33403,33420,199.7965290245362
radie,161,6,167,185.62874251497007
simone,27271,535,27806,192.30381931957132
geo,16,1268,1284,195.01557632398755
damiri,27,125,152,128.94736842105263
kamiri,51,125,176,84.0909090909091
nichole,63722,184,63906,198.8483084530404
lawsen,5,197,202,190.0990099009901
jaymi,1342,5,1347,198.51521900519674
anthem,49,175,224,112.5
vishva,11,40,51,113.72549019607843
yanel,199,6,205,188.29268292682926
haiden,1697,4174,5871,84.38085505024698
ashe,192,336,528,54.54545454545454
island,631,92,723,149.10096818810513
calen,226,2459,2685,166.3314711359404
shalan,112,5,117,182.9059829059829
amiree,141,22,163,146.01226993865032
lerin,195,29,224,148.21428571428572
kayen,5,94,99,179.7979797979798
millian,69,13,82,136.58536585365854
augustus,10,20892,20902,199.808630753038
harmeet,11,6,17,58.82352941176471
erim,5,5,10,0.0
byron,303,82006,82309,198.52750003037335
cornelia,22025,26,22051,199.52836606049613
zain,317,9395,9712,186.94398682042834
neziah,119,203,322,52.17391304347826
orla,1129,286,1415,119.15194346289752
maddux,254,3717,3971,174.4145051624276
numa,92,165,257,56.809338521400775
fayette,584,438,1022,28.57142857142857
tanner,2498,96980,99478,189.95556806530087
kamdyn,2094,3688,5782,55.13663092355586
knoa,12,53,65,126.15384615384615
ylan,12,13,25,8.0
rielly,263,196,459,29.193899782135073
morgen,1855,592,2447,103.22844299141806
jonnie,5864,3183,9047,59.26826572344424
belinda,72852,150,73002,199.17810470946003
rogan,135,2235,2370,177.2151898734177
sherlyn,8880,8,8888,199.63996399639964
gavi,22,50,72,77.77777777777779
keani,509,54,563,161.63410301953817
lejend,5,284,289,193.07958477508652
kendis,30,9,39,107.6923076923077
chancie,191,27,218,150.45871559633028
snow,1030,67,1097,175.5697356426618
namaari,191,11,202,178.21782178217822
salud,5,5,10,0.0
jaydon,201,9035,9236,191.29493287137288
itamar,16,300,316,179.74683544303798
rumi,778,589,1367,27.65179224579371
airis,284,52,336,138.0952380952381
haniel,10,446,456,191.2280701754386
khamryn,75,47,122,45.90163934426229
nickola,131,5,136,185.29411764705884
connie,266728,6957,273685,189.83210625353965
azrael,339,2762,3101,156.27217026765558
granger,6,2043,2049,198.82869692532944
patrica,9146,10,9156,199.563128003495
jardani,5,164,169,188.1656804733728
ker,5,10,15,66.66666666666666
aria,89496,677,90173,196.99688376786844
oneal,130,3043,3173,183.6117239205799
nicoli,42,436,478,164.85355648535565
gerd,17,16,33,6.0606060606060606
karen,987811,2784,990595,198.875827154387
sundeep,5,248,253,192.09486166007906
jet,122,3201,3323,185.31447487210352
taylin,2661,873,3534,101.18845500848896
garrett,452,135222,135674,198.66739390008402
jordin,4402,2466,6868,56.377402446126965
samai,171,6,177,186.44067796610167
kessler,119,537,656,127.4390243902439
marnell,245,32,277,153.79061371841155
javion,11,6797,6808,199.3537015276146
tori,36963,1207,38170,187.35132302855646
shantell,5080,26,5106,197.96318057187622
cheyenne,70439,2696,73135,185.2546660285773
gianny,255,225,480,12.5
merrell,155,1164,1319,152.99469294920394
damar,5,1125,1130,198.23008849557522
lucinda,38281,11,38292,199.88509349211324
krister,16,36,52,76.92307692307693
othello,116,679,795,141.63522012578616
graysyn,5,155,160,187.5
renata,13973,6,13979,199.82831389942055
yun,78,26,104,100.0
solaire,20,38,58,62.06896551724138
ahmir,5,3650,3655,199.45280437756497
sumeet,10,231,241,183.40248962655602
terrace,107,714,821,147.8684531059683
decker,119,2725,2844,183.2630098452883
deandrea,2233,724,2957,102.06290158944877
treva,9656,11,9667,199.54484328126617
courtnee,1627,9,1636,197.799511002445
reeves,72,920,992,170.96774193548387
myrel,130,58,188,76.59574468085107
kenari,30,5,35,142.85714285714286
marvie,269,68,337,119.28783382789318
mikko,25,798,823,187.84933171324423
ariane,3758,5,3763,199.46850916821685
ranell,290,62,352,129.54545454545453
cailin,3706,30,3736,196.7880085653105
ripley,2309,878,3187,89.80232193285221
eztli,109,33,142,107.04225352112675
kamdin,5,325,330,193.93939393939394
dina,31853,76,31929,199.04788750039148
abimbola,85,5,90,177.77777777777777
tamara,131170,417,131587,198.73239757726827
jasdeep,49,219,268,126.86567164179105
mason,3297,336209,339506,196.11553256790748
lara,29755,34,29789,199.54345563798717
mikiah,454,136,590,107.79661016949153
madisyn,17203,5,17208,199.8837749883775
jerry,17314,614825,632139,189.04418173851005
themis,10,5,15,66.66666666666666
demetress,122,12,134,164.17910447761196
devlin,195,3233,3428,177.24620770128354
arther,47,4988,5035,196.266137040715
zahari,255,194,449,27.171492204899778
jamison,1931,20467,22398,165.51477810518796
righteous,49,244,293,133.10580204778157
spenser,372,2985,3357,155.67470956210903
fenyx,36,57,93,45.16129032258064
child,53,78,131,38.16793893129771
tylor,456,8055,8511,178.5689108212901
karson,2063,20690,22753,163.73225508724124
benet,20,52,72,88.88888888888889
noris,48,78,126,47.61904761904761
sachary,5,5,10,0.0
ramsi,43,5,48,158.33333333333331
braeden,230,13607,13837,193.3511599335116
melissa,759386,2495,761881,198.69008414699934
caelin,430,334,764,25.13089005235602
ireoluwa,201,162,363,21.487603305785125
saturn,89,42,131,71.7557251908397
ally,10141,17,10158,199.33057688521362
nayel,5,414,419,195.22673031026252
jenner,15,536,551,189.11070780399274
stevey,135,23,158,141.77215189873417
angelo,850,84975,85825,196.03845033498396
divine,2382,1772,4154,29.369282619162252
rayel,74,6,80,170.0
creighton,16,3735,3751,198.29378832311383
espyn,137,7,144,180.55555555555557
heaven,29789,430,30219,194.30821668486712
kamai,16,105,121,147.10743801652893
royalty,6871,498,7369,172.96783824128104
corris,13,22,35,51.42857142857142
raheem,6,8396,8402,199.7143537253035
derryl,15,901,916,193.44978165938863
johnta,5,224,229,191.26637554585153
davin,344,10588,10932,187.41309915843397
jake,217,128639,128856,199.3263798348544
adeyinka,5,5,10,0.0
jahlani,269,319,588,17.006802721088434
khalil,182,24190,24372,197.01296569834236
camauri,76,163,239,72.80334728033473
eron,192,1382,1574,151.20711562897077
river,18256,36498,54754,66.6325747890565
gabby,1196,16,1212,194.71947194719473
graylen,26,246,272,161.76470588235296
vannie,830,191,1021,125.17140058765916
brylen,50,638,688,170.93023255813952
janari,128,215,343,50.72886297376093
jolen,10,45,55,127.27272727272727
bj,5,718,723,197.23374827109268
manuel,1158,190712,191870,197.58586542971804
bela,788,485,1273,47.604084838963075
jourdon,16,144,160,160.0
taelin,33,70,103,71.84466019417476
marshawn,78,2625,2703,188.45726970033297
kylynn,1294,82,1376,176.1627906976744
jasai,5,927,932,197.8540772532189
jayce,1707,43197,44904,184.79422768572954
larie,351,5,356,194.38202247191012
bhavya,345,92,437,115.78947368421053
angel,99715,261068,360783,89.44601048275557
donnell,1026,14253,15279,173.13960337718436
thatcher,12,4761,4773,198.99434318038968
kee,10,1406,1416,197.17514124293785
kolbi,832,318,1150,89.39130434782608
chastin,126,463,589,114.43123938879455
bilal,5,5690,5695,199.6488147497805
charlotte,439944,762,440706,199.30838245905434
umi,169,22,191,153.92670157068062
dyamond,1207,10,1217,196.71322925225965
pranjal,29,23,52,23.076923076923077
isla,52217,12,52229,199.9080970342147
alexi,4190,1738,5928,82.72604588394063
hattie,104269,494,104763,198.1138379007856
iniko,14,138,152,163.1578947368421
arin,2573,2173,4746,16.856300042140752
eduardo,433,109465,109898,198.4239931572913
winter,14874,958,15832,175.79585649317838
esta,4430,27,4457,197.57684541171193
oaklen,52,662,714,170.86834733893556
chauncy,33,1257,1290,189.7674418604651
lorenza,3168,3692,6860,15.276967930029153
alize,5279,344,5623,175.52907700515738
ashlee,43495,258,43753,197.64130459625625
zikora,72,30,102,82.35294117647058
shalom,1178,2362,3540,66.89265536723164
xiao,65,6,71,166.19718309859155
benson,19,13094,13113,199.4204224815069
marquis,474,24466,24940,192.39775461106657
eisley,2280,20,2300,196.52173913043478
shuron,40,47,87,16.091954022988507
jaymee,2196,23,2219,195.85398828301038
ambrose,38,10503,10541,198.55801157385446
malik,259,48867,49126,197.89113707609005
maui,121,249,370,69.1891891891892
bivian,7,5,12,33.33333333333333
collynn,11,5,16,75.0
earth,38,11,49,110.20408163265304
lloyd,998,160877,161875,197.53389961389962
wrennyn,5,6,11,18.181818181818183
matilde,3193,218,3411,174.43564936968633
neely,2202,391,2593,139.683763979946
donis,565,156,721,113.45353675450762
barri,504,47,551,165.8802177858439
rauri,13,5,18,88.88888888888889
rilo,23,50,73,73.97260273972603
kasyn,245,1322,1567,137.46011486917678
nirel,73,13,86,139.53488372093022
slater,56,2223,2279,190.17112768758227
argusta,69,26,95,90.52631578947368
leif,5,9737,9742,199.79470334633544
carina,16360,35,16395,199.14608112229337
danne,479,175,654,92.96636085626912
kang,108,44,152,84.21052631578947
donae,197,6,203,188.17733990147784
karle,94,56,150,50.66666666666667
felis,42,62,104,38.46153846153847
zettie,1458,10,1468,197.27520435967304
bryan,1717,388581,390298,198.24031893578754
cyrille,6,25,31,122.58064516129032
kassidy,21037,426,21463,192.0607557191446
carlyn,4294,67,4361,193.85462049988536
whitney,97424,5979,103403,176.87107724147268
felix,662,81428,82090,196.77427214033378
artice,64,152,216,81.48148148148148
matti,646,77,723,157.39972337482712
daniele,3557,780,4337,128.06087157020983
gino,12,12979,12991,199.63051343237626
semaj,2019,7203,9222,112.42680546519193
shamauri,19,11,30,53.333333333333336
joye,3467,8,3475,199.0791366906475
pita,43,11,54,118.5185185185185
reese,43139,19129,62268,77.11826299222714
unique,7539,907,8446,157.04475491356854
shaundell,5,42,47,157.4468085106383
rae,23287,955,24242,184.24222423892417
waylan,11,1237,1248,196.47435897435898
tayton,27,1094,1121,190.3657448706512
shawan,236,59,295,120.0
mekhi,113,12174,12287,196.32131521119882
martina,18336,40,18376,199.12929908576405
oaklie,692,5,697,197.13055954088952
almon,18,1610,1628,195.57739557739558
luren,5,5,10,0.0
roy,2693,408050,410743,197.3774355253772
londen,435,262,697,49.64131994261119
nevaeh,96603,427,97030,198.23971967432752
zayde,43,457,500,165.6
randle,7,2924,2931,199.04469464346639
angeline,36739,10,36749,199.89115350077554
tay,55,195,250,112.00000000000001
jameson,1187,59243,60430,192.1429753433725
louise,335882,2196,338078,197.4017830204864
marquie,27,108,135,120.0
marlene,130396,359,130755,198.90176283889718
javier,493,106700,107193,198.16032763333428
uriel,307,20364,20671,194.05931014464707
tra,7,241,248,188.70967741935485
eastynn,62,7,69,159.42028985507247
noaah,5,52,57,164.91228070175438
jimmie,22994,112234,135228,131.98450025142722
acy,5,274,279,192.831541218638
lavorn,5,10,15,66.66666666666666
alpha,7182,2785,9967,88.2311628373633
azul,4378,299,4677,174.42805217019458
ivery,489,797,1286,47.900466562986004
deshaun,231,5685,5916,184.3813387423935
titan,5,5341,5346,199.62588851477742
kollins,954,35,989,185.84428715874623
tenley,6781,5,6786,199.70527556734453
kahlil,5,4233,4238,199.5280792826805
axelle,193,5,198,189.8989898989899
loy,872,4111,4983,130.00200682319885
lennox,5012,13160,18172,89.6764252696456
lynne,61952,458,62410,197.06457298509855
ramzee,5,12,17,82.35294117647058
leith,110,649,759,142.02898550724638
randall,1154,198467,199621,197.68761803617855
maylon,7,322,329,191.48936170212767
slade,7,5884,5891,199.5246986929214
nhyira,109,5,114,182.45614035087718
vallie,3356,143,3499,183.65247213489567
dael,5,503,508,196.06299212598427
kimbal,5,56,61,167.21311475409837
keiko,1153,7,1160,197.58620689655174
nesbit,18,62,80,110.00000000000001
jacques,242,9652,9894,190.21629270264805
lavergne,526,17,543,187.4769797421731
ajene,59,89,148,40.54054054054054
myril,5,12,17,82.35294117647058
yifan,10,97,107,162.61682242990653
baylin,250,284,534,12.734082397003746
kamren,508,4313,4821,157.8510682431031
jirah,262,60,322,125.46583850931677
taziyah,122,12,134,164.17910447761196
kaia,19280,53,19333,198.9034293694719
mao,285,10,295,186.44067796610167
newton,5,8162,8167,199.75511203624342
torrie,2873,586,3459,132.23474992772478
juan,2760,363250,366010,196.9836889702467
dandre,37,7689,7726,198.08439037017862
thai,212,1208,1420,140.28169014084506
aarian,64,185,249,97.18875502008032
ilya,230,931,1161,120.75796726959518
jourdain,36,169,205,129.7560975609756
tiwan,10,123,133,169.9248120300752
johari,401,284,685,34.160583941605836
felicia,91072,279,91351,198.77833849656818
keaten,5,358,363,194.4903581267218
ezariah,123,408,531,107.34463276836159
paeton,441,86,527,134.72485768500948
cristobal,11,7885,7896,199.44275582573454
kaegan,207,400,607,63.59143327841845
maxie,4008,4640,8648,14.61609620721554
rodney,1175,246952,248127,198.10580871892216
rovan,26,6,32,125.0
logann,614,22,636,186.16352201257862
jacqueline,425538,1391,426929,198.69673880200222
traice,13,5,18,88.88888888888889
unborn,32,8,40,120.0
asiyah,1663,156,1819,165.695437053326
rudie,71,143,214,67.28971962616822
broghan,21,104,125,132.8
kimi,1796,290,2086,144.39117929050815
ellyott,52,5,57,164.91228070175438
charity,35419,39,35458,199.56004286761805
hanh,454,21,475,182.31578947368422
heidi,148426,361,148787,199.02948510286518
hridaya,5,12,17,82.35294117647058
alfred,1292,243558,244850,197.8893199918317
santi,42,811,853,180.30480656506447
santanna,847,105,952,155.88235294117646
kendyl,5064,139,5203,189.31385738996732
jenay,959,5,964,197.9253112033195
mozell,3050,484,3534,145.21788341822298
vaylen,15,94,109,144.95412844036696
morireoluwa,58,22,80,90.0
fonta,12,11,23,8.695652173913043
patric,73,3040,3113,190.6199807259878
kaci,9921,163,10084,193.5343117810393
cyxx,5,43,48,158.33333333333331
akida,15,42,57,94.73684210526315
julienne,2678,32,2710,195.27675276752768
kingsley,2042,6506,8548,104.44548432381843
kahlin,11,70,81,145.679012345679
gryffin,20,1049,1069,192.51637043966323
glady,538,5,543,196.31675874769797
sherald,110,40,150,93.33333333333333
autie,62,11,73,139.72602739726028
armer,16,6,22,90.9090909090909
greer,2977,704,3681,123.49904917142081
robbi,1586,313,1899,134.0705634544497
shakel,16,28,44,54.54545454545454
norbert,6,20377,20383,199.8822548201933
berdell,149,92,241,47.30290456431535
rashon,118,1864,1982,176.1856710393542
nermin,17,32,49,61.224489795918366
sofia,178450,178,178628,199.60140627449223
davione,11,251,262,183.206106870229
ayomiposi,12,33,45,93.33333333333333
kamerin,221,474,695,72.80575539568346
mable,53178,215,53393,198.38930196842284
chudney,76,5,81,175.30864197530863
tyjae,200,230,430,13.953488372093023
mong,18,92,110,134.54545454545453
abishai,26,316,342,169.5906432748538
jeffrey,3498,979049,982547,198.57594598528112
maude,45708,133,45841,198.83946685281734
harvey,848,126529,127377,197.33703886886957
dalis,347,16,363,182.36914600550963
gentry,2683,4199,6882,44.056960185992445
rayon,11,530,541,191.86691312384474
jonesy,19,25,44,27.27272727272727
manon,823,5,828,197.58454106280192
jimi,667,1240,1907,60.09438909281594
echo,4750,365,5115,171.45650048875856
donna,831536,2233,833769,198.92872006514995
tylynn,615,94,709,146.9675599435825
oaklin,85,130,215,41.86046511627907
ekamjot,11,60,71,138.0281690140845
masiya,81,5,86,176.74418604651163
mar,813,244,1057,107.6631977294229
marlon,336,30759,31095,195.67776169802218
tarry,189,430,619,77.86752827140549
joselyn,18067,5,18072,199.88933156263832
faye,71559,518,72077,197.12529655784786
tuyen,160,26,186,144.08602150537635
noriel,10,326,336,188.0952380952381
awn,5,5,10,0.0
flores,11,19,30,53.333333333333336
doran,55,2646,2701,191.85486856719734
tammie,35375,134,35509,198.4905235292461
sheridan,5580,2760,8340,67.62589928057554
roa,57,12,69,130.43478260869566
mckinsey,1080,22,1102,192.01451905626135
ammie,2575,32,2607,195.09014192558496
larrie,339,929,1268,93.05993690851734
dewey,547,34345,34892,193.72922159807408
mylin,182,91,273,66.66666666666666
toluwalase,18,27,45,40.0
ky,154,1474,1628,162.16216216216216
imri,24,128,152,136.8421052631579
shaquill,17,155,172,160.46511627906978
kharsyn,24,26,50,8.0
armanii,408,216,624,61.53846153846154
shin,12,97,109,155.96330275229357
toluwanimi,72,67,139,7.194244604316546
ravneet,195,7,202,186.13861386138615
huxley,460,4375,4835,161.94415718717684
javone,11,425,436,189.90825688073394
dylann,890,381,1271,80.09441384736428
lumiere,28,32,60,13.333333333333334
kylo,77,4546,4623,193.33765952844473
sehajpreet,16,5,21,104.76190476190477
cory,6585,127023,133608,180.28561164002156
annie,358540,1927,360467,197.86166278743963
corbie,12,5,17,82.35294117647058
dalani,576,6,582,195.8762886597938
rondi,595,7,602,195.3488372093023
chyenne,1372,5,1377,198.54756717501814
danyell,2520,324,2844,154.43037974683546
dor,30,11,41,92.6829268292683
xong,16,5,21,104.76190476190477
merced,181,764,945,123.38624338624338
stormey,220,7,227,187.66519823788545
kagen,17,524,541,187.43068391866913
zahmari,5,72,77,174.02597402597402
cloudie,6,10,16,50.0
lessley,54,43,97,22.68041237113402
sheehan,5,69,74,172.97297297297297
quan,39,1412,1451,189.2487939352171
ciara,34718,7,34725,199.91936645068395
asiah,1718,898,2616,62.69113149847095
runako,5,28,33,139.3939393939394
ynez,210,5,215,190.69767441860466
kismet,186,6,192,187.5
shayla,30817,17,30834,199.77946422780047
domanic,11,1192,1203,196.34247714048212
daylan,84,2777,2861,188.255854596295
eivor,13,43,56,107.14285714285714
laren,551,370,921,39.30510314875136
mio,333,104,437,104.80549199084668
seager,5,120,125,184.0
emiri,83,20,103,122.33009708737863
pepper,3202,245,3447,171.5694807078619
johnnie,49154,102028,151182,69.94748052016774
bradford,39,32042,32081,199.51373086873852
luegene,10,5,15,66.66666666666666
jamaree,5,814,819,197.55799755799757
soe,46,15,61,101.63934426229508
brynnen,15,7,22,72.72727272727273
olamiposi,12,21,33,54.54545454545454
kimoni,260,362,622,32.79742765273312
simeon,25,9258,9283,198.9227620381342
devereaux,35,207,242,142.1487603305785
milen,25,117,142,129.5774647887324
jim,816,153083,153899,197.8791285193536
ardith,5581,131,5712,190.8263305322129
sinatra,5,27,32,137.5
cal,10,7303,7313,199.453028852728
clyde,3932,144635,148567,189.4135305956235
frankey,5,139,144,186.11111111111111
barnie,5,641,646,196.90402476780187
jamari,877,14723,15600,177.51282051282053
ted,264,75122,75386,198.5992094022763
chaquan,5,26,31,135.48387096774192
avie,1709,11,1720,197.44186046511626
keymari,40,186,226,129.20353982300884
aarya,3089,388,3477,155.3638193845269
alfa,234,22,256,165.625
rhyley,62,18,80,110.00000000000001
amarin,5,5,10,0.0
alexys,4161,378,4539,166.68869795109055
dailyn,1809,398,2207,127.86588128681468
olice,7,52,59,152.54237288135593
tyshawn,134,5231,5365,190.00931966449207
unice,300,30,330,163.63636363636365
dallis,839,928,1767,10.073571024335031
ahmad,18,19936,19954,199.63917009120976
patricia,1573445,4963,1578408,198.74227702849961
graesyn,55,213,268,117.91044776119404
leona,112600,294,112894,198.95831487944443
mclane,15,127,142,157.74647887323943
aaliyan,123,34,157,113.37579617834395
jenesis,5405,318,5723,177.77389481041413
shye,72,15,87,131.0344827586207
kency,33,5,38,147.36842105263156
brice,379,15697,16076,190.56979348096542
edin,94,1254,1348,172.10682492581603
keatyn,213,120,333,55.85585585585585
cacey,207,23,230,160.0
chee,209,325,534,43.445692883895134
vernal,370,1788,2158,131.4179796107507
lior,310,803,1113,88.58939802336029
mckenna,43545,183,43728,198.3260153677278
jude,2930,51573,54503,178.4965965176229
cristen,2655,126,2781,181.87702265372167
ray,5586,204384,209970,189.35847978282612
cantrell,65,422,487,146.61190965092402
artemis,3050,758,3808,120.3781512605042
marco,339,75703,76042,198.21677494016464
randon,10,1756,1766,197.73499433748586
miko,590,931,1521,44.838921761998684
norie,245,5,250,192.0
leah,252567,467,253034,199.26175928926548
dontavia,118,11,129,165.89147286821705
blayze,90,1221,1311,172.5400457665904
keagyn,16,16,32,0.0
hartlee,350,5,355,194.3661971830986
daryl,4419,62940,67359,173.75851779272259
paiton,1199,165,1364,151.61290322580646
keishawn,63,767,830,169.63855421686748
soon,43,5,48,158.33333333333331
brookie,535,7,542,194.83394833948338
kelijah,12,163,175,172.57142857142858
taree,16,5,21,104.76190476190477
preet,88,148,236,50.847457627118644
jonte,226,1253,1479,138.87762001352263
oluwatoni,153,91,244,50.81967213114754
issac,17,24287,24304,199.72021066491112
janus,127,41,168,102.38095238095238
tatym,288,10,298,186.5771812080537
seth,495,165273,165768,198.8055595772405
sherryl,4104,5,4109,199.51326356777804
darnelle,249,362,611,36.98854337152209
yihan,48,12,60,120.0
taeler,341,5,346,194.21965317919074
eddie,15753,211579,227332,172.28194886773528
rahsaan,6,1614,1620,198.5185185185185
iren,5,78,83,175.9036144578313
ameris,355,72,427,132.5526932084309
chrystal,15752,5,15757,199.8730722853335
ti,12,57,69,130.43478260869566
claud,47,10893,10940,198.28153564899452
ramari,5,171,176,188.63636363636365
kharie,5,7,12,33.33333333333333
jocelyn,112257,352,112609,198.74965588896092
baretta,20,52,72,88.88888888888889
dave,114,64328,64442,199.29238695260855
rayyan,242,2997,3239,170.1142327878975
rawan,1380,5,1385,198.55595667870037
massiah,93,1385,1478,174.83085250338294
avryn,7,5,12,33.33333333333333
maverik,10,1143,1153,196.53078924544667
kristan,5545,645,6190,158.31987075928916
maven,1149,480,1629,82.13627992633518
miley,14797,75,14872,197.9827864443249
kesha,5241,5,5246,199.61875714830347
nicol,2203,28,2231,194.97982967279245
perlie,565,73,638,154.2319749216301
gaelen,18,156,174,158.6206896551724
declyn,290,439,729,40.87791495198903
courtnay,467,10,477,191.61425576519918
oval,101,500,601,132.77870216306155
lin,1027,863,1890,17.354497354497354
briggs,90,8452,8542,195.78553032076798
