name,female_sum,male_sum,both_sums,per_diff
dash,81,4082,4163,192.2171510929618
raylee,4836,94,4930,192.37322515212983
khamani,395,737,1132,60.42402826855123
naveen,339,1436,1775,123.60563380281691
emsley,755,10,765,194.77124183006535
fallon,11284,604,11888,179.67698519515477
kelsea,5997,5,6002,199.66677774075308
kiowa,70,228,298,106.04026845637584
morton,5,12336,12341,199.83793857872135
wriley,39,17,56,78.57142857142857
tylo,13,46,59,111.86440677966101
zalyn,11,96,107,158.87850467289718
jaid,168,5,173,188.43930635838151
brand,18,289,307,176.54723127035828
maciah,141,198,339,33.6283185840708
tahje,43,77,120,56.666666666666664
tane,159,17,176,161.36363636363635
ivonne,6099,14,6113,199.08391951578602
alonza,6,3315,3321,199.27732610659442
wadie,96,90,186,6.451612903225806
kolsyn,24,235,259,162.93436293436295
braven,31,1009,1040,188.07692307692307
early,373,3979,4352,165.71691176470588
rakhi,54,21,75,88.0
brixton,278,4196,4474,175.1452838623156
marrion,378,620,998,48.49699398797595
flay,5,80,85,176.47058823529412
aire,19,54,73,95.8904109589041
karl,915,100733,101648,196.39933889501023
kruze,5,553,558,196.415770609319
hao,5,442,447,195.52572706935123
gwynne,1397,30,1427,191.5907498248073
brin,413,37,450,167.11111111111111
mckayla,13173,5,13178,199.8482319016543
marquita,11010,30,11040,198.91304347826087
khamoni,52,55,107,5.607476635514018
ozzie,922,3088,4010,108.02992518703243
brylan,77,1227,1304,176.38036809815952
shayd,5,26,31,135.48387096774192
gianna,104625,73,104698,199.72110259985865
velmer,220,190,410,14.634146341463413
caymen,18,280,298,175.83892617449663
dannell,234,142,376,48.93617021276596
yue,131,86,217,41.474654377880185
olivier,21,1936,1957,195.70771589167094
emmer,2155,11,2166,197.9686057248384
wray,23,859,882,189.5691609977324
gamble,5,113,118,183.05084745762713
december,1586,11,1597,197.24483406386975
karter,4330,28187,32517,146.73555371036687
rooney,774,643,1417,18.489767113620324
hinata,424,12,436,188.9908256880734
azazel,11,393,404,189.1089108910891
holy,166,22,188,153.19148936170214
infant,3890,4206,8096,7.806324110671936
berle,11,331,342,187.13450292397658
nolie,292,7,299,190.63545150501673
dyson,5,1564,1569,198.7253027405991
soua,105,56,161,60.86956521739131
quinlyn,480,6,486,195.06172839506172
angelus,25,365,390,174.35897435897436
tajah,858,76,934,167.45182012847965
ashante,1458,172,1630,157.7914110429448
shian,419,6,425,194.3529411764706
kayde,337,593,930,55.053763440860216
amadi,214,224,438,4.5662100456621
musa,31,5454,5485,197.73928896991794
cleary,8,10,18,22.22222222222222
elizha,5,8,13,46.15384615384615
jayoni,33,5,38,147.36842105263156
llewyn,11,517,528,191.66666666666669
tatumn,367,5,372,194.6236559139785
tommy,2907,178307,181214,193.58327723023606
mertis,466,10,476,191.5966386554622
little,218,1573,1791,151.31211613623674
maryan,1567,33,1600,191.75
tobi,2923,600,3523,131.87624183934147
judah,812,33489,34301,190.5308883122941
novie,360,6,366,193.44262295081967
vincent,1415,360001,361416,198.4339376231268
itzae,402,890,1292,75.54179566563467
shawntrell,50,8,58,144.82758620689654
hardeep,25,72,97,96.90721649484536
tavi,177,151,328,15.853658536585366
channa,873,5,878,197.72209567198178
kezlin,6,6,12,0.0
sutton,10965,6330,17295,53.59930615784909
elvia,7651,31,7682,198.38583702160895
charlemagne,6,44,50,152.0
jaylein,16,5,21,104.76190476190477
safi,87,183,270,71.11111111111111
kyza,37,27,64,31.25
quincey,748,1904,2652,87.17948717948718
kindall,596,45,641,171.91887675507022
vonda,10312,11,10323,199.5737673157028
crue,53,2258,2311,190.8264820424059
lorrin,244,215,459,12.636165577342048
gerald,2385,448793,451178,197.88553519896803
wilsie,267,27,294,163.26530612244898
fernanda,19575,26,19601,199.4694148257742
bless,310,476,786,42.23918575063613
natalia,83089,52,83141,199.74982259053897
teigen,429,401,830,6.746987951807229
sheron,3379,389,3768,158.70488322717623
henny,990,58,1048,177.86259541984734
clarence,1859,303445,305304,197.56439483269133
eslie,60,60,120,0.0
tegen,5,32,37,145.94594594594594
terriel,5,32,37,145.94594594594594
lona,10895,17,10912,199.37683284457478
kehlani,12487,46,12533,198.5318758477619
brittani,11754,22,11776,199.25271739130434
edmond,7,24820,24827,199.8872195593507
jeriyah,232,38,270,143.70370370370372
brownie,727,504,1231,36.230706742485786
rupert,16,5567,5583,198.8536629052481
gabriela,85206,371,85577,198.26588919920073
kellie,50734,354,51088,197.22831193235203
kamrin,450,1219,1669,92.15098861593769
britton,1931,6291,8222,106.05692045730966
michiah,88,66,154,28.57142857142857
andry,11,352,363,187.87878787878788
tavon,78,4050,4128,192.4418604651163
jayni,173,30,203,140.88669950738918
anzel,5,132,137,185.4014598540146
tatiana,35017,35,35052,199.60059340408534
schell,5,7,12,33.33333333333333
mervyn,5,1581,1586,198.73896595208072
jerelle,12,198,210,177.14285714285714
bronx,134,2198,2332,177.0154373927959
royal,4190,19413,23603,128.99207727831208
aerian,5,5,10,0.0
weylyn,24,197,221,156.5610859728507
cordero,9,1795,1804,198.00443458980044
madix,6,470,476,194.9579831932773
seeley,158,496,654,103.36391437308869
cillian,6,3486,3492,199.3127147766323
raini,516,53,569,162.74165202108964
audre,870,40,910,182.41758241758242
jurney,238,5,243,191.76954732510288
maxiel,18,6,24,100.0
tallyn,79,49,128,46.875
hemi,95,186,281,64.76868327402136
barber,5,18,23,113.04347826086956
althea,17807,5,17812,199.88771614641814
bayden,6,313,319,192.47648902821317
azuriah,10,86,96,158.33333333333331
kaimoni,5,7,12,33.33333333333333
aalijah,149,294,443,65.46275395033861
elaan,5,5,10,0.0
jazaiah,20,24,44,18.181818181818183
kadynn,64,13,77,132.46753246753246
boe,22,1043,1065,191.73708920187792
quinnlan,27,118,145,125.51724137931035
cleao,10,5,15,66.66666666666666
azzie,947,22,969,190.91847265221878
jo,179020,1846,180866,195.91741952605796
marvell,323,1147,1470,112.10884353741497
shelly,84398,2190,86588,189.88312468240403
joset,5,11,16,75.0
lavere,94,340,434,113.36405529953917
gregg,112,36507,36619,198.7765913869849
jorian,32,390,422,169.66824644549763
ellyot,10,5,15,66.66666666666666
meco,43,43,86,0.0
kinley,19544,354,19898,192.8837069052166
marisela,10282,29,10311,198.87498787702452
deshane,17,238,255,173.33333333333334
akhari,56,159,215,95.81395348837209
kail,36,606,642,177.57009345794393
dominek,5,17,22,109.09090909090908
ciel,371,292,663,23.83107088989442
ryna,76,20,96,116.66666666666667
sahib,53,756,809,173.79480840543883
jarod,5,11791,11796,199.83045100033908
kenia,10035,12,10047,199.5222454464019
lamoyne,75,139,214,59.813084112149525
marvin,1615,253786,255401,197.47064420264604
gerri,5446,17,5463,198.75526267618525
stav,21,19,40,10.0
jaylon,252,10100,10352,190.26275115919628
eh,272,421,693,43.001443001443
andera,735,18,753,190.4382470119522
shade,863,1144,2007,28.001993024414553
shavonta,141,10,151,173.50993377483442
starley,50,10,60,133.33333333333331
stellar,192,64,256,100.0
savya,22,5,27,125.92592592592592
mackensie,904,5,909,197.79977997799782
maciel,198,58,256,109.375
ritchie,50,4092,4142,195.1714147754708
chevi,141,5,146,186.3013698630137
mya,61595,59,61654,199.61721867194342
susie,85677,278,85955,198.7062998080391
leal,23,24,47,4.25531914893617
waver,69,11,80,145.0
stephanie,744596,2638,747234,198.58785868951358
void,9,24,33,90.9090909090909
talyn,953,852,1805,11.191135734072022
jere,1159,4278,5437,114.73238918521243
makyah,770,43,813,178.84378843788437
jackson,762,290561,291323,198.95373863375016
stephane,1128,702,1830,46.557377049180324
atha,1441,99,1540,174.28571428571428
shiva,284,518,802,58.35411471321695
jun,149,1413,1562,161.84379001280408
saher,175,5,180,188.88888888888889
ragen,583,15,598,189.9665551839465
maxey,5,286,291,193.12714776632302
brenley,1007,27,1034,189.55512572533848
scotti,646,119,765,137.77777777777777
shamone,213,22,235,162.5531914893617
gerry,6657,14460,21117,73.90254297485438
daniella,33228,6,33234,199.92778479870012
ward,84,14983,15067,197.7699608415743
deejay,5,168,173,188.43930635838151
tamaris,32,26,58,20.689655172413794
aldyn,31,75,106,83.01886792452831
jamile,204,224,428,9.345794392523365
aner,7,19,26,92.3076923076923
koy,34,927,961,185.8480749219563
tasha,35515,106,35621,198.80969091266388
katlin,5335,126,5461,190.77092107672587
gabriel,6839,389106,395945,193.09095960297515
amazi,19,159,178,157.30337078651687
don,1207,167538,168745,197.13887818898337
rene,21828,50740,72568,79.68250468526072
emma,763546,1718,765264,199.1020092412553
carlis,178,1221,1399,149.10650464617584
krue,66,1288,1354,180.50221565731167
kodey,11,684,695,193.66906474820144
cordy,41,32,73,24.65753424657534
armen,5,2101,2106,199.0503323836657
negan,6,266,272,191.1764705882353
francies,952,13,965,194.61139896373055
zaidyn,31,1587,1618,192.33621755253398
marina,39021,51,39072,199.47788697788698
reven,6,68,74,167.56756756756758
tj,10,2109,2119,198.11231713072203
jomari,59,365,424,144.33962264150944
felice,4188,700,4888,142.71685761047465
jolani,91,5,96,179.16666666666669
arlyn,2308,2165,4473,6.393919069975408
ferol,618,10,628,193.63057324840764
hudson,1799,105663,107462,193.3036794401742
myer,38,1047,1085,185.99078341013825
teague,32,1686,1718,192.54947613504075
tieler,35,199,234,140.17094017094016
brixx,8,128,136,176.47058823529412
alfonsa,11,144,155,171.61290322580643
monserrat,7920,26,7946,198.691165366222
rodrigo,5,27139,27144,199.92631889183613
tiffany,338560,1191,339751,198.5977966216435
ebbie,346,317,663,8.74811463046757
marli,2762,5,2767,199.27719551861222
karsen,1723,3390,5113,65.20633678857813
thyme,58,6,64,162.5
adyson,4089,34,4123,196.70143099684697
kesiah,58,15,73,117.8082191780822
reginald,757,111400,112157,197.3002130941448
aylen,1224,110,1334,167.01649175412294
diante,20,1366,1386,194.22799422799423
jordane,160,7,167,183.23353293413174
sergio,355,81157,81512,198.2579252134655
azaya,226,10,236,183.05084745762713
kashmere,494,541,1035,9.082125603864734
shandale,109,5,114,182.45614035087718
bond,6,264,270,191.11111111111111
lorell,305,42,347,151.58501440922188
sang,47,671,718,173.81615598885793
barbara,1436402,4135,1440537,198.85181706544157
tully,178,1031,1209,141.10835401157982
zamarie,19,5,24,116.66666666666667
eriyon,10,11,21,9.523809523809524
raffie,23,5,28,128.57142857142858
helen,1023527,3105,1026632,198.790218890508
amore,1173,262,1435,126.96864111498259
jaton,62,55,117,11.965811965811966
nijah,1219,184,1403,147.54098360655738
cyril,97,11993,12090,196.79073614557484
kekoa,22,1991,2013,195.62841530054644
majesty,2448,694,3142,111.64863144493953
nor,34,6,40,140.0
majestic,277,214,491,25.661914460285136
nasri,5,98,103,180.58252427184468
taber,28,413,441,174.6031746031746
jerico,8,889,897,196.4325529542921
roper,8,607,615,194.7967479674797
zaide,105,192,297,58.58585858585859
leander,28,6802,6830,198.3601756954612
armari,45,115,160,87.5
jovan,1079,9890,10969,160.6527486553013
romell,98,1461,1559,174.8556767158435
abiah,109,14,123,154.47154471544715
rune,118,623,741,136.30229419703105
edan,174,1495,1669,158.29838226482923
laquan,217,2466,2683,167.6481550503168
trenell,144,286,430,66.04651162790698
trayce,208,585,793,95.08196721311475
khori,678,147,825,128.72727272727275
monyae,58,5,63,168.25396825396825
bentlie,150,87,237,53.16455696202531
sherwood,11,5670,5681,199.22548847033974
terrence,527,72305,72832,197.10566783831283
shanice,9579,5,9584,199.7913188647746
sherone,40,10,50,120.0
alene,8743,5,8748,199.77137631458618
yassin,13,1109,1122,195.36541889483067
yasin,5,2619,2624,199.2378048780488
khyri,18,439,457,184.24507658643324
avante,38,796,834,181.77458033573143
raydell,10,151,161,175.1552795031056
melinda,135724,337,136061,199.00926790189695
malcolm,119,68941,69060,199.31074428033594
khy,5,142,147,186.39455782312925
brylyn,126,22,148,140.54054054054055
sharron,16856,370,17226,191.40833623592243
djuan,7,1512,1519,198.15668202764977
tiler,59,286,345,131.59420289855072
blessin,512,25,537,181.3780260707635
selene,9240,5,9245,199.7836668469443
chancey,505,1221,1726,82.96639629200465
seoul,10,9,19,10.526315789473683
chia,214,69,283,102.47349823321554
brixten,10,126,136,170.58823529411765
lilo,413,5,418,195.2153110047847
rudi,475,753,1228,45.27687296416938
valrie,909,5,914,197.81181619256017
carver,86,3042,3128,189.00255754475702
travon,28,6618,6646,198.3147758049955
jaspreet,385,252,637,41.75824175824176
amery,604,106,710,140.28169014084506
chiloh,14,15,29,6.896551724137931
tarik,11,4145,4156,198.94128970163618
sylar,57,812,869,173.76294591484464
dontia,36,13,49,93.87755102040816
wandell,5,82,87,177.01149425287358
jd,30,1407,1437,191.64926931106473
gaylon,218,3478,3696,176.4069264069264
keli,4349,49,4398,195.54342883128695
kashton,50,6848,6898,197.10060887213686
libby,17760,5,17765,199.88741908246553
joss,250,428,678,52.50737463126843
deondre,15,4030,4045,198.5166872682324
chayanne,223,394,617,55.42949756888168
bly,10,50,60,133.33333333333331
jaedynn,150,16,166,161.44578313253012
darrion,149,4377,4526,186.8316394167035
deonte,41,8140,8181,197.99535509106465
gal,245,143,388,52.57731958762887
kase,7,4649,4656,199.39862542955328
reyhan,98,134,232,31.03448275862069
zyion,194,1354,1548,149.87080103359173
alcie,353,10,363,188.98071625344352
grace,529733,1393,531126,198.95090807077793
jalon,74,2447,2521,188.25862752875844
valor,167,1332,1499,155.43695797198131
liron,44,89,133,67.66917293233082
verneal,171,5,176,188.63636363636365
jaquae,6,93,99,175.75757575757575
deneen,3603,7,3610,199.22437673130193
sherri,83653,176,83829,199.1601951591931
mercy,10313,207,10520,192.1292775665399
mateja,67,29,96,79.16666666666666
cael,13,3652,3665,198.581173260573
khalei,34,7,41,131.70731707317074
katari,6,16,22,90.9090909090909
marris,6,62,68,164.70588235294116
george,9957,1484412,1494369,197.33479481975337
juana,18605,88,18693,198.1169421708661
rhone,35,277,312,155.12820512820514
olivia,553664,781,554445,199.4365536707879
musiq,44,71,115,46.95652173913044
branson,5,8059,8064,199.75198412698413
savanna,32745,15,32760,199.8168498168498
deleon,14,959,973,194.24460431654674
kendre,64,275,339,124.48377581120944
esther,268912,967,269879,198.56676510584373
vanessa,260793,984,261777,198.4964301676618
unkown,42,49,91,15.384615384615385
konley,21,13,34,47.05882352941176
zayd,5,4445,4450,199.5505617977528
nogivenname,18,28,46,43.47826086956522
hannon,10,62,72,144.44444444444443
domonique,5172,1881,7053,93.32199064227989
wren,12300,2063,14363,142.54682169463203
linzey,325,16,341,181.2316715542522
seattle,127,5,132,184.84848484848484
daylin,1898,1801,3699,5.244660719113274
franki,1115,84,1199,171.976647206005
kru,27,517,544,180.14705882352942
micky,562,2573,3135,128.29346092503988
rhemi,209,16,225,171.55555555555554
deyon,11,538,549,191.98542805100183
tennie,2777,19,2796,197.28183118741057
jolin,425,47,472,160.16949152542372
nickita,40,21,61,62.295081967213115
carroll,5916,35431,41347,142.76731080852298
migdalia,4289,5,4294,199.53423381462505
gefen,15,5,20,100.0
mercury,94,196,290,70.34482758620689
francisco,954,141117,142071,197.31401904681462
shawntel,1135,17,1152,194.09722222222223
kaelyn,15435,82,15517,197.8861893407231
quyen,335,42,377,155.43766578249335
limmie,33,300,333,160.36036036036037
colby,4123,53512,57635,171.3854428732541
huntyr,53,26,79,68.35443037974683
kilian,27,2512,2539,195.74635683339898
jaire,35,1107,1142,187.74080560420313
ahmiri,21,52,73,84.93150684931507
regen,10,6,16,50.0
rhowan,5,5,10,0.0
xailyn,5,17,22,109.09090909090908
ertis,10,5,15,66.66666666666666
honore,225,27,252,157.14285714285714
shavontae,94,5,99,179.7979797979798
chance,1364,53890,55254,190.12560176638794
mikael,300,5761,6061,180.20128691635045
amahri,32,96,128,100.0
nyia,671,5,676,197.0414201183432
cortlyn,376,15,391,184.65473145780052
altonia,5,7,12,33.33333333333333
ahnyx,6,31,37,135.13513513513513
darlyn,2032,33,2065,193.60774818401939
chrome,7,28,35,120.0
antwaun,5,1461,1466,198.63574351978173
zuri,15895,753,16648,181.90773666506487
lashane,106,10,116,165.51724137931035
jamara,926,45,971,181.46240988671474
ercell,257,125,382,69.10994764397905
josue,185,56652,56837,198.69803121206257
lindsy,2153,5,2158,199.0732159406858
jakaylen,6,38,44,145.45454545454547
rayden,367,6270,6637,177.8815729998493
elison,11,91,102,156.86274509803923
potter,5,20,25,120.0
nira,777,6,783,196.93486590038313
lonnie,6972,94394,101366,172.487816427599
nickolas,47,39235,39282,199.52140929687897
eliya,799,178,977,127.12384851586489
jadyn,11824,3651,15475,105.62843295638127
ledell,21,541,562,185.05338078291814
bawi,41,217,258,136.43410852713177
jahaan,5,233,238,191.5966386554622
adel,1462,1487,2949,1.69548999660902
gearld,5,4281,4286,199.5333644423705
michel,3545,10516,14061,99.15368750444492
alohi,53,5,58,165.51724137931035
eartha,2920,32,2952,195.6639566395664
allen,1866,271282,273148,197.2674154670728
donn,62,6553,6615,196.25094482237338
marchell,578,6,584,195.8904109589041
asriel,12,168,180,173.33333333333334
jamonie,6,53,59,159.32203389830508
harlie,4422,778,5200,140.15384615384616
mckinnon,16,139,155,158.70967741935485
hikaru,18,162,180,160.0
ryelle,346,5,351,194.3019943019943
cayton,27,118,145,125.51724137931035
luvern,107,266,373,85.25469168900804
dreux,57,289,346,134.10404624277456
li,251,132,383,62.14099216710183
lawrene,15,21,36,33.33333333333333
arleen,12592,6,12598,199.809493570408
gaige,127,4408,4535,188.79823594266813
baley,333,103,436,105.50458715596329
fischer,19,2093,2112,196.40151515151516
hayes,873,18673,19546,182.13445206180293
sovanna,29,6,35,131.42857142857142
damani,638,2565,3203,120.324695597877
stefan,42,20972,21014,199.20053297801465
syven,48,37,85,25.882352941176475
success,117,87,204,29.411764705882355
davian,105,6575,6680,193.7125748502994
manpreet,338,203,541,49.90757855822551
tyonne,16,33,49,69.38775510204081
cuba,569,47,616,169.4805194805195
kamil,542,2059,2601,116.64744329104191
harriet,90076,121,90197,199.46339678703282
quentin,190,43226,43416,198.2494932743689
amorie,372,48,420,154.2857142857143
benjie,31,917,948,186.9198312236287
mychael,242,1341,1583,138.85028427037273
macaiah,71,36,107,65.42056074766354
dareen,450,10,460,191.30434782608697
siren,137,5,142,185.91549295774647
jawara,5,274,279,192.831541218638
sia,2574,5,2579,199.22450562233425
jimin,42,81,123,63.41463414634146
danon,30,261,291,158.76288659793815
ellery,4556,2252,6808,67.68507638072856
kennon,30,1781,1811,193.37382661512976
brylee,10908,491,11399,182.77041845775946
kamea,1064,10,1074,196.2756052141527
evern,17,36,53,71.69811320754717
anyx,10,27,37,91.8918918918919
jamary,5,21,26,123.07692307692308
mosley,75,19,94,119.14893617021276
shaden,248,305,553,20.61482820976492
josiah,449,143338,143787,198.75093019535842
raleigh,2952,9213,12165,102.93464858199752
teshawn,26,350,376,172.3404255319149
corky,51,610,661,169.1376701966717
clark,336,50015,50351,197.33073821771166
jericho,359,5704,6063,176.31535543460333
bralyn,331,521,852,44.60093896713615
houston,425,17699,18124,190.62017214742883
witten,57,974,1031,177.88554801163917
wai,88,174,262,65.64885496183206
ruger,12,2244,2256,197.87234042553192
darriel,154,600,754,118.30238726790452
jedi,5,296,301,193.35548172757476
rui,75,838,913,167.14129244249727
shone,51,335,386,147.1502590673575
lory,2258,267,2525,157.7029702970297
teylor,346,45,391,153.96419437340154
claudia,128093,760,128853,197.64072237355745
autrey,21,213,234,164.1025641025641
jhream,156,16,172,162.7906976744186
glenn,2136,248517,250653,196.59130351521824
yardley,107,99,206,7.766990291262135
misael,16,10034,10050,199.36318407960198
ifechukwu,5,28,33,139.3939393939394
karyn,14135,5,14140,199.85855728429988
lakee,7,6,13,15.384615384615385
shyler,164,102,266,46.616541353383454
rylyn,674,205,879,106.71217292377702
davan,78,253,331,105.74018126888218
jailan,32,148,180,128.88888888888889
correy,46,1099,1145,183.9301310043668
haram,52,5,57,164.91228070175438
sharell,1366,16,1382,195.36903039073806
khepri,75,70,145,6.896551724137931
dailin,138,26,164,136.58536585365854
rizzo,5,50,55,163.63636363636365
joslyn,11161,28,11189,198.99901689158997
nema,345,18,363,180.16528925619835
janeil,216,23,239,161.50627615062763
crimson,1250,539,1789,79.48574622694242
jaxon,397,110514,110911,198.5682213666814
lovel,7,96,103,172.8155339805825
kamarii,213,219,432,2.7777777777777777
meaghan,14036,7,14043,199.8006124047568
amanie,181,5,186,189.247311827957
jahani,14,36,50,88.0
laykin,549,60,609,160.59113300492612
rose,498158,2118,500276,198.3065347927944
martell,36,2618,2654,194.5742275810098
verlie,2282,178,2460,171.05691056910567
caliber,17,247,264,174.24242424242425
kerian,24,21,45,13.333333333333334
burney,5,883,888,197.74774774774775
dacota,188,491,679,89.24889543446245
ly,280,119,399,80.7017543859649
hosie,11,1231,1242,196.4573268921095
chey,72,76,148,5.405405405405405
roen,106,938,1044,159.3869731800766
kyren,89,3485,3574,190.03917179630665
kailee,12823,28,12851,199.12847249241304
nasim,119,487,606,121.45214521452145
bay,516,203,719,87.0653685674548
chidera,527,233,760,77.36842105263158
benjamin,2474,816962,819436,198.79234009733523
melanie,260544,614,261158,199.05957313197376
kanari,126,57,183,75.40983606557377
kashe,40,78,118,64.40677966101694
yesenia,39359,314,39673,196.8341189221889
rashun,18,564,582,187.62886597938143
diarra,348,78,426,126.7605633802817
jameel,18,3021,3039,197.6307996051333
maclain,5,413,418,195.2153110047847
remey,15,15,30,0.0
tremayne,39,3943,3982,196.08237066800604
carlen,466,101,567,128.74779541446208
jostyn,12,62,74,135.13513513513513
jashawn,34,2306,2340,194.18803418803418
kallen,352,2593,2945,152.19015280135824
montrell,28,3955,3983,197.18804920913882
jhai,10,49,59,132.20338983050848
donyell,398,509,907,24.476295479603085
chan,212,1028,1240,131.61290322580646
earon,5,163,168,188.0952380952381
parys,313,5,318,193.71069182389937
charis,4294,60,4354,194.48782728525492
bryn,7438,1317,8755,139.8286693318104
kwame,38,3913,3951,196.1528726904581
jaydin,1129,3134,4263,94.06521229181327
everly,40659,38,40697,199.62650809641988
coy,866,17222,18088,180.84918177797437
lavar,11,2067,2078,197.8825794032724
kristain,237,66,303,112.87128712871286
blu,302,459,761,41.26149802890933
alayan,6,5,11,18.181818181818183
kerry,48652,49911,98563,2.5547111999431835
blane,11,4420,4431,199.0069961633943
korei,21,6,27,111.11111111111111
ajee,301,35,336,158.33333333333331
kacy,5037,988,6025,134.40663900414938
kamori,503,203,706,84.98583569405099
nikko,177,4373,4550,184.43956043956044
marquise,392,10541,10933,185.6580993322967
kove,115,351,466,101.28755364806867
zina,5048,10,5058,199.20917358639778
tela,693,7,700,196.0
roshell,593,12,605,192.06611570247932
kartier,181,1524,1705,157.5366568914956
lexi,27641,5,27646,199.9276568038776
jessee,313,1645,1958,136.05720122574056
loverne,5,10,15,66.66666666666666
zaiden,44,11079,11123,198.41769306841678
kaedyn,672,1514,2186,77.03568161024702
lavette,1185,5,1190,198.31932773109244
sagan,421,731,1152,53.81944444444444
elly,4456,10,4466,199.10434393193012
berlin,1757,1616,3373,8.360509931811444
lijah,10,200,210,180.95238095238096
roo,26,5,31,135.48387096774192
ladale,10,298,308,187.012987012987
shondel,24,24,48,0.0
hosea,20,5414,5434,198.5277880014722
greg,143,77692,77835,199.26511209610072
damonie,93,262,355,95.2112676056338
excell,5,412,417,195.20383693045565
goldie,38082,443,38525,195.40038935756004
loretto,923,10,933,195.71275455519827
iram,102,902,1004,159.3625498007968
wylee,163,434,597,90.78726968174205
tien,506,800,1306,45.0229709035222
erian,159,174,333,9.00900900900901
jonny,131,3367,3498,185.02001143510577
rian,3464,5464,8928,44.80286738351255
kymari,214,468,682,74.48680351906158
kallan,373,741,1114,66.06822262118493
ernesto,121,44417,44538,198.91328752974988
kache,57,111,168,64.28571428571429
enzo,37,30378,30415,199.51339799441067
derrell,16,5855,5871,198.90989609947198
adriane,6146,274,6420,182.92834890965733
inti,13,63,76,131.57894736842107
darcus,358,11,369,188.07588075880759
cyan,1097,376,1473,97.89545145960624
isadore,195,5699,5894,186.76620291822192
ahsen,12,6,18,66.66666666666666
griffin,737,49411,50148,194.121400654064
samori,5,66,71,171.83098591549296
tavin,23,1865,1888,195.1271186440678
ruah,152,12,164,170.73170731707316
ronnie,8079,182718,190797,183.0626267708612
tayne,5,11,16,75.0
braedyn,291,2282,2573,154.76097940147687
rmoni,117,23,140,134.28571428571428
true,2025,2266,4291,11.232812864134234
poet,212,113,325,60.92307692307693
naseem,255,1261,1516,132.71767810026384
april,242361,667,243028,198.90218411047286
addyson,16738,33,16771,199.2129270765011
jariah,1340,298,1638,127.22832722832722
meccah,6,5,11,18.181818181818183
deone,182,110,292,49.31506849315068
kashindi,5,11,16,75.0
braylen,777,12880,13657,177.24243977447463
britney,35449,83,35532,199.0656309805246
keaire,15,26,41,53.65853658536586
haleigh,14250,9,14259,199.74752787713024
dena,32444,56,32500,199.3107692307692
mekka,47,5,52,161.53846153846155
esteban,31,34913,34944,199.6451465201465
sora,1699,600,2299,95.60678555893867
glendal,5,184,189,189.41798941798942
macayle,56,5,61,167.21311475409837
deen,5,915,920,197.82608695652172
shermaine,508,173,681,98.38472834067548
phan,15,20,35,28.57142857142857
michaiah,409,132,541,102.40295748613678
miami,331,6,337,192.87833827893175
lemmie,150,666,816,126.47058823529412
chantelle,6667,8,6675,199.52059925093633
brier,330,584,914,55.57986870897156
caesare,10,42,52,123.07692307692308
nox,5,302,307,193.48534201954396
polly,29600,24,29624,199.67593842830138
estes,49,545,594,167.003367003367
easton,979,76216,77195,194.9271325863074
luxx,23,92,115,120.0
harmanpreet,7,6,13,15.384615384615385
peja,61,23,84,90.47619047619048
rhode,5,14,19,94.73684210526315
kali,31568,887,32455,189.06794022492682
leshan,16,11,27,37.03703703703704
jaron,48,11171,11219,198.28861752384347
clever,7,119,126,177.77777777777777
brodi,162,797,959,132.42961418143898
erie,1476,1960,3436,28.172293364377182
claudell,302,576,878,62.414578587699324
deoveon,22,6,28,114.28571428571428
finnley,2351,5316,7667,77.34446328420503
maesyn,426,32,458,172.05240174672488
dashaun,32,2866,2898,195.58316080055212
oshyn,69,17,86,120.93023255813952
rafa,67,121,188,57.446808510638306
rohan,49,11796,11845,198.3452933727311
estefania,6949,5,6954,199.712395743457
fern,37477,529,38006,194.43245803294215
adae,10,5,15,66.66666666666666
pearley,673,178,851,116.3337250293772
arly,805,67,872,169.26605504587155
larren,22,79,101,112.87128712871286
norris,523,16441,16964,187.66800282952133
ben,467,85049,85516,197.81561345245333
edell,249,45,294,138.77551020408163
meron,394,50,444,154.95495495495496
doyle,252,30390,30642,196.71039749363618
artha,542,117,659,128.9833080424886
ademide,22,118,140,137.14285714285714
damond,5,2137,2142,199.06629318394025
wyatt,1217,201916,203133,197.60354053748037
willet,6,94,100,176.0
tan,11,586,597,192.62981574539364
quincee,324,31,355,165.07042253521126
myra,63483,51,63534,199.67891207857213
azriah,17,21,38,21.052631578947366
lyann,286,5,291,193.12714776632302
tennison,7,44,51,145.09803921568627
lisa,966965,2784,969749,198.85166161553144
eleven,69,36,105,62.857142857142854
antonella,9477,5,9482,199.78907403501373
amy,700417,1853,702270,198.9445654805132
caiden,521,22859,23380,191.0863986313088
marquez,5,5594,5599,199.64279335595643
lynex,18,23,41,24.390243902439025
jinan,238,5,243,191.76954732510288
andrea,444089,6013,450102,194.65632234471298
barrie,1708,1337,3045,24.367816091954023
aundra,427,838,1265,64.9802371541502
gennie,2541,199,2740,170.94890510948906
nael,44,1194,1238,185.78352180936994
tyller,46,142,188,102.12765957446808
laquarius,5,42,47,157.4468085106383
asha,8904,58,8962,197.41129212229413
larsen,187,526,713,95.09116409537167
kerrion,18,140,158,154.43037974683546
dustyn,60,2653,2713,191.15370438628824
yuki,1042,554,1596,61.152882205513784
tao,10,417,427,190.63231850117094
arline,17590,36,17626,199.1830250765914
elvira,27111,44,27155,199.35186890075494
jemiah,211,105,316,67.08860759493672
